retailer_country,order_method_type,retailer_type,product_line,product_type,product,year,quarter,revenue,quantity,gross_margin
Germany,Web,Sports Store,Personal Accessories,Watches,Mountain Man Deluxe,2012,Q2 2012,9340.68,120,0.49896581
Germany,Telephone,Direct Marketing,Personal Accessories,Eyewear,Polar Ice,2013,Q3 2013,1760.0,16,0.54827273
Mexico,Web,Department Store,Personal Accessories,Eyewear,Zone,2014,Q3 2014,36969.75,1066,0.34451383
Mexico,Web,Sports Store,Personal Accessories,Eyewear,Polar Sports,2014,Q2 2014,6865.03,58,0.50254551
Australia,Telephone,Department Store,Camping Equipment,Cooking Gear,TrailChef Kettle,2013,Q3 2013,28712.16,2286,0.59315287
Switzerland,Web,Sports Store,Personal Accessories,Navigation,Glacier Basic,2012,Q2 2012,6606.42,206,0.3763642
Mexico,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,2013,Q4 2013,27985.08,1212,0.31009095
Germany,Web,Direct Marketing,Outdoor Protection,Sunscreen,Sun Shelter 30,2014,Q2 2014,4530.0,906,0.63
Netherlands,Web,Sports Store,Outdoor Protection,Sunscreen,Sun Blocker,2013,Q4 2013,1490.0,298,0.61
Japan,Web,Department Store,Personal Accessories,Watches,Kodiak,2012,Q2 2012,2860.0,22,0.48
Canada,Web,Department Store,Personal Accessories,Eyewear,Cat Eye,2013,Q2 2013,61819.55,1862,0.33309867
Denmark,Web,Sports Store,Camping Equipment,Lanterns,Flicker Lantern,2013,Q1 2013,4023.63,117,0.5457982
France,Telephone,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Granite Carabiner,2012,Q2 2012,19483.4,5141,0.48282333
Spain,Sales visit,Outdoors Shop,Camping Equipment,Lanterns,Firefly Lite,2014,Q3 2014,10389.46,718,0.53351762
Italy,E-mail,Sports Store,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2012,Q4 2012,21081.34,2054,0.72719002
Germany,Web,Eyewear Store,Personal Accessories,Eyewear,Dante,2013,Q1 2013,10392.45,237,0.34777651
Canada,Web,Golf Shop,Personal Accessories,Eyewear,Cat Eye,2014,Q3 2014,22441.4,719,0.34211725
United States,Web,Sports Store,Outdoor Protection,First Aid,Compact Relief Kit,2014,Q1 2014,690.0,30,0.60869565
Sweden,Web,Sports Store,Personal Accessories,Eyewear,Fairway,2013,Q4 2013,93053.75,4379,0.41318464
France,Telephone,Department Store,Camping Equipment,Lanterns,Firefly Multi-light,2013,Q1 2013,4473.72,172,0.31641676
Switzerland,Web,Outdoors Shop,Personal Accessories,Eyewear,Zone,2014,Q3 2014,14844.45,428,0.35319665
Switzerland,Web,Sports Store,Golf Equipment,Golf Accessories,Course Pro Gloves,2013,Q4 2013,15913.84,2969,0.52425373
Brazil,Web,Sports Store,Outdoor Protection,Sunscreen,Sun Blocker,2012,Q2 2012,3410.4,696,0.60204082
Canada,Web,Outdoors Shop,Personal Accessories,Knives,Edge Extreme,2013,Q2 2013,33999.29,299,0.2964559
Germany,Web,Sports Store,Personal Accessories,Eyewear,Polar Wave,2012,Q4 2012,1721.16,18,0.56996444
Germany,Sales visit,Outdoors Shop,Personal Accessories,Knives,Bear Edge,2012,Q3 2012,6877.5,175,0.40127226
Belgium,Sales visit,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Utensils,2012,Q2 2012,10140.82,542,0.46552646
United Kingdom,Telephone,Golf Shop,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2012,Q2 2012,47945.52,56,0.44845066
Netherlands,Web,Golf Shop,Personal Accessories,Eyewear,Inferno,2012,Q3 2012,22295.0,343,0.38853779
France,Web,Sports Store,Camping Equipment,Packs,Canyon Mule Extreme Backpack,2013,Q1 2013,52936.29,121,0.45397609
France,Web,Golf Shop,Personal Accessories,Binoculars,Seeker 50,2013,Q1 2013,8918.0,70,0.2733124
China,Web,Direct Marketing,Outdoor Protection,First Aid,Deluxe Family Relief Kit,2014,Q2 2014,2870.0,82,0.59885714
Germany,Web,Department Store,Personal Accessories,Watches,Lux,2012,Q4 2012,4669.6,26,0.47171492
Austria,Web,Golf Shop,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2014,Q2 2014,46056.01,91,0.4511865
United Kingdom,Web,Eyewear Store,Personal Accessories,Eyewear,Retro,2012,Q3 2012,5638.5,90,0.44469274
France,Web,Sports Store,Personal Accessories,Watches,Legend,2013,Q2 2013,141283.0,533,0.43086259
Japan,Web,Eyewear Store,Personal Accessories,Eyewear,Polar Sports,2013,Q1 2013,54662.92,459,0.50558953
Singapore,Web,Department Store,Personal Accessories,Watches,Legend,2013,Q1 2013,20371.4,77,0.43474184
Switzerland,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Cook Set,2012,Q4 2012,39287.7,745,0.33687515
China,Web,Outdoors Shop,Outdoor Protection,First Aid,Deluxe Family Relief Kit,2012,Q3 2012,14157.15,417,0.58645066
Japan,Web,Department Store,Personal Accessories,Watches,Legend,2014,Q1 2014,52739.2,202,0.43637636
Austria,Web,Outdoors Shop,Mountaineering Equipment,Rope,Husky Rope 200,2012,Q4 2012,18376.32,34,0.31477575
Germany,Web,Sports Store,Camping Equipment,Packs,Canyon Mule Weekender Backpack,2013,Q1 2013,230601.43,835,0.39652976
Finland,Web,Outdoors Shop,Personal Accessories,Watches,TX,2014,Q3 2014,7000.0,35,0.4509
Italy,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,2013,Q2 2013,77261.49,639,0.56537921
Japan,Web,Department Store,Personal Accessories,Eyewear,Dante,2013,Q1 2013,40171.97,905,0.37717145
Austria,Web,Department Store,Personal Accessories,Watches,Mountain Man Deluxe,2014,Q3 2014,9683.75,125,0.49657932
Netherlands,Web,Eyewear Store,Personal Accessories,Watches,Zodiak,2013,Q1 2013,28095.4,264,0.42302512
United Kingdom,Web,Golf Shop,Personal Accessories,Eyewear,Capri,2013,Q4 2013,6013.1,157,0.35483029
Mexico,Web,Equipment Rental Store,Mountaineering Equipment,Tools,Granite Hammer,2013,Q1 2013,35406.68,466,0.25138194
Germany,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Pad,2012,Q4 2012,7964.86,202,0.51382196
France,Web,Outdoors Shop,Personal Accessories,Watches,Mountain Man Deluxe,2013,Q4 2013,12617.35,159,0.50853388
Mexico,Sales visit,Sports Store,Personal Accessories,Watches,Mountain Man Analog,2012,Q3 2012,13179.98,278,0.36722211
Denmark,Web,Department Store,Personal Accessories,Eyewear,Capri,2013,Q4 2013,14017.8,366,0.35248042
France,Web,Sports Store,Camping Equipment,Lanterns,Firefly Lite,2013,Q1 2013,7030.52,476,0.54299255
Japan,E-mail,Department Store,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,2012,Q4 2012,23766.82,242,0.33560737
Switzerland,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Lite,2012,Q4 2012,21678.08,256,0.29145017
Japan,Web,Sports Store,Personal Accessories,Navigation,Sky Pilot,2012,Q4 2012,22196.0,62,0.33541494
United States,Web,Sports Store,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2013,Q4 2013,32751.26,3164,0.72950048
Austria,Sales visit,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Pillow,2013,Q2 2013,4659.6,264,0.52124646
Belgium,Web,Department Store,Personal Accessories,Watches,Lux,2012,Q2 2012,18733.2,109,0.4755194
Canada,Web,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Granite Pulley,2013,Q3 2013,54515.94,1468,0.50587296
Australia,Telephone,Department Store,Personal Accessories,Binoculars,Seeker 50,2012,Q3 2012,14244.78,113,0.26558782
Belgium,Web,Golf Shop,Personal Accessories,Navigation,Sky Pilot,2014,Q2 2014,14678.0,41,0.35684358
United Kingdom,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Shelter Stick,2012,Q4 2012,6884.5,1405,0.6
Australia,Telephone,Outdoors Shop,Personal Accessories,Knives,Double Edge,2012,Q4 2012,13912.43,853,0.29920294
Singapore,Web,Department Store,Golf Equipment,Golf Accessories,Course Pro Umbrella,2014,Q1 2014,14548.41,1209,0.46233094
Austria,Web,Department Store,Golf Equipment,Irons,Hailstorm Steel Irons,2012,Q4 2012,19933.64,46,0.49000785
Spain,Web,Department Store,Camping Equipment,Lanterns,Firefly 2,2013,Q3 2013,19980.9,745,0.37844892
Japan,Web,Outdoors Shop,Mountaineering Equipment,Rope,Husky Rope 100,2013,Q2 2013,356993.72,1084,0.30862661
Spain,Sales visit,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Firefly Climbing Lamp,2013,Q4 2013,5564.98,142,0.44628732
United Kingdom,Web,Department Store,Personal Accessories,Eyewear,Fairway,2012,Q3 2012,42959.8,2132,0.39615082
Japan,Web,Golf Shop,Personal Accessories,Binoculars,Opera Vision,2013,Q4 2013,14190.0,129,0.54152431
Sweden,Web,Department Store,Golf Equipment,Irons,Hailstorm Titanium Irons,2012,Q2 2012,47132.28,54,0.43751289
Poland,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,2012,Q4 2012,62311.34,511,0.34754797
Mexico,Sales visit,Direct Marketing,Outdoor Protection,First Aid,Aloe Relief,2012,Q4 2012,690.36,132,0.63288719
Canada,Web,Sports Store,Camping Equipment,Lanterns,Firefly Multi-light,2014,Q1 2014,9740.18,367,0.33006782
Finland,Web,Eyewear Store,Personal Accessories,Knives,Pocket Gizmo,2012,Q2 2012,1671.4,137,0.59918033
Mexico,Web,Eyewear Store,Personal Accessories,Watches,Mountain Man Analog,2014,Q1 2014,28277.78,589,0.37512775
Singapore,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Kettle,2014,Q2 2014,64822.16,5161,0.57484076
United States,Web,Department Store,Personal Accessories,Binoculars,Seeker Mini,2013,Q3 2013,24952.96,307,0.50787402
United States,Web,Sports Store,Personal Accessories,Navigation,Glacier Basic,2013,Q2 2013,110665.36,3467,0.37342634
Brazil,Web,Outdoors Shop,Mountaineering Equipment,Safety,Husky Harness,2014,Q2 2014,63479.0,1028,0.29117409
Belgium,Web,Golf Shop,Personal Accessories,Navigation,Astro Pilot,2013,Q4 2013,13485.0,93,0.37749425
Australia,Sales visit,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Firefly Charger,2012,Q2 2012,6322.2,123,0.56498054
Poland,Sales visit,Department Store,Camping Equipment,Lanterns,Firefly Lite,2012,Q3 2012,7222.32,504,0.52896022
United Kingdom,Sales visit,Outdoors Shop,Mountaineering Equipment,Safety,Husky Harness Extreme,2012,Q4 2012,26056.8,252,0.47843327
France,Sales visit,Outdoors Shop,Mountaineering Equipment,Tools,Granite Shovel,2013,Q2 2013,5643.84,96,0.3856098
Japan,Web,Department Store,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2013,Q2 2013,83066.88,96,0.51345229
United Kingdom,Web,Outdoors Shop,Mountaineering Equipment,Tools,Granite Hammer,2012,Q2 2012,56760.9,755,0.2434158
Finland,Web,Department Store,Personal Accessories,Navigation,Astro Pilot,2013,Q2 2013,27840.0,192,0.37646228
Japan,Web,Eyewear Store,Personal Accessories,Eyewear,Polar Wave,2012,Q3 2012,7362.74,77,0.56996444
United Kingdom,Web,Department Store,Outdoor Protection,Insect Repellents,BugShield Natural,2013,Q1 2013,3468.0,578,0.69
United Kingdom,Web,Direct Marketing,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,2012,Q2 2012,13530.74,586,0.31009095
Japan,Telephone,Eyewear Store,Personal Accessories,Binoculars,Seeker 35,2013,Q4 2013,28208.46,282,0.28831351
Japan,Web,Outdoors Shop,Camping Equipment,Tents,Star Gazer 6,2014,Q2 2014,27551.76,34,0.39531994
Netherlands,Web,Eyewear Store,Personal Accessories,Eyewear,Inferno,2013,Q4 2013,57467.65,872,0.43098769
Netherlands,Sales visit,Outdoors Shop,Personal Accessories,Navigation,Glacier GPS Extreme,2013,Q3 2013,53975.96,158,0.48343188
Brazil,Web,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Granite Pulley,2013,Q4 2013,34074.6,915,0.50725027
China,Web,Outdoors Shop,Personal Accessories,Knives,Edge Extreme,2013,Q2 2013,183073.1,1610,0.2964559
United States,Fax,Sports Store,Personal Accessories,Navigation,Glacier Deluxe,2013,Q3 2013,5332.35,57,0.43345804
Australia,Telephone,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2012,Q4 2012,4703.93,451,0.73154362
Spain,Web,Sports Store,Camping Equipment,Lanterns,EverGlow Single,2012,Q4 2012,22137.9,654,0.46706056
Germany,Web,Outdoors Shop,Personal Accessories,Navigation,Glacier GPS Extreme,2014,Q1 2014,133465.54,447,0.40897036
Belgium,Fax,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Firefly Climbing Lamp,2013,Q2 2013,6662.3,170,0.44628732
Spain,Web,Sports Store,Outdoor Protection,Insect Repellents,BugShield Spray,2013,Q2 2013,1754.92,292,0.69550749
Sweden,Sales visit,Outdoors Shop,Camping Equipment,Tents,Star Dome,2014,Q1 2014,71728.6,116,0.35958599
Canada,Web,Sports Store,Camping Equipment,Sleeping Bags,Hibernator Pad,2014,Q2 2014,35281.52,1132,0.42743056
Italy,Web,Golf Shop,Personal Accessories,Binoculars,Ranger Vision,2013,Q3 2013,18368.8,109,0.51597927
Germany,Web,Sports Store,Personal Accessories,Eyewear,Zone,2013,Q3 2013,228613.25,6784,0.33023716
Poland,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator,2012,Q4 2012,160655.28,1164,0.3769019
Switzerland,Web,Golf Shop,Personal Accessories,Eyewear,Maximus,2013,Q2 2013,23323.0,271,0.50469065
France,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Extreme,2012,Q2 2012,168977.94,678,0.39814629
China,Web,Outdoors Shop,Personal Accessories,Eyewear,Inferno,2012,Q2 2012,161590.05,2530,0.41709189
Spain,Web,Sports Store,Personal Accessories,Navigation,Astro Pilot,2013,Q1 2013,28130.0,194,0.37637824
United States,Sales visit,Department Store,Camping Equipment,Lanterns,EverGlow Single,2013,Q4 2013,46239.1,1366,0.44638109
Netherlands,Web,Warehouse Store,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,2014,Q2 2014,47347.02,477,0.3426355
France,Telephone,Department Store,Outdoor Protection,Sunscreen,Sun Shelter 30,2012,Q4 2012,23495.3,4999,0.60638298
China,Sales visit,Direct Marketing,Outdoor Protection,Sunscreen,Sun Shelter 30,2013,Q2 2013,6208.3,1267,0.62244898
Mexico,Web,Direct Marketing,Outdoor Protection,Insect Repellents,BugShield Extreme,2014,Q1 2014,5635.0,805,0.65428571
Singapore,Web,Outdoors Shop,Mountaineering Equipment,Safety,Husky Harness,2013,Q3 2013,60576.75,981,0.29117409
Denmark,Web,Department Store,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2013,Q2 2013,28342.16,56,0.4511865
Germany,E-mail,Sports Store,Camping Equipment,Lanterns,EverGlow Single,2012,Q4 2012,20987.0,620,0.46706056
Canada,Web,Sports Store,Camping Equipment,Lanterns,Firefly Extreme,2012,Q3 2012,15307.0,306,0.43785719
France,Sales visit,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Granite Carabiner,2013,Q4 2013,10803.4,2843,0.48421053
Australia,Web,Golf Shop,Personal Accessories,Knives,Max Gizmo,2012,Q3 2012,19100.0,500,0.5384356
France,Web,Outdoors Shop,Camping Equipment,Tents,Star Dome,2013,Q3 2013,237672.92,370,0.38352253
Switzerland,Web,Eyewear Store,Personal Accessories,Watches,Mountain Man Analog,2013,Q1 2013,21409.44,438,0.38625205
Sweden,Web,Department Store,Personal Accessories,Knives,Pocket Gizmo,2013,Q2 2013,20162.7,1563,0.59302326
United States,Web,Department Store,Camping Equipment,Lanterns,Firefly 2,2012,Q3 2012,26859.51,1007,0.37501875
Mexico,Sales visit,Department Store,Camping Equipment,Sleeping Bags,Hibernator,2013,Q1 2013,92760.85,665,0.38346835
Spain,Web,Sports Store,Camping Equipment,Sleeping Bags,Hibernator Lite,2013,Q2 2013,106046.01,1239,0.29898353
Netherlands,Web,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Single Flame,2012,Q4 2012,32509.68,518,0.26099426
United Kingdom,Telephone,Department Store,Personal Accessories,Watches,Mountain Man Analog,2012,Q2 2012,6438.08,135,0.37093046
Italy,Web,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Firefly Climbing Lamp,2012,Q2 2012,11991.51,369,0.35666984
Finland,Web,Outdoors Shop,Outdoor Protection,First Aid,Compact Relief Kit,2013,Q3 2013,4715.0,205,0.60869565
China,Web,Golf Shop,Personal Accessories,Eyewear,Maximus,2013,Q2 2013,67157.0,806,0.50303587
Canada,Web,Department Store,Personal Accessories,Watches,Zodiak,2014,Q1 2014,3832.5,35,0.42502283
Canada,Web,Sports Store,Golf Equipment,Golf Accessories,Course Pro Gloves,2012,Q4 2012,4410.0,420,0.77047619
Mexico,Web,Outdoors Shop,Personal Accessories,Binoculars,Ranger Vision,2013,Q4 2013,31218.2,186,0.53621413
China,Web,Sports Store,Personal Accessories,Watches,Mountain Man Deluxe,2014,Q1 2014,21769.07,281,0.49657932
France,Web,Warehouse Store,Outdoor Protection,First Aid,Calamine Relief,2014,Q2 2014,444.0,74,0.52833333
Japan,Mail,Sports Store,Camping Equipment,Cooking Gear,TrailChef Utensils,2013,Q1 2013,16896.6,894,0.47089947
United States,Web,Sports Store,Camping Equipment,Lanterns,EverGlow Double,2014,Q3 2014,14289.1,274,0.44870566
Finland,Web,Department Store,Personal Accessories,Watches,Mountain Man Combination,2014,Q3 2014,4418.3,46,0.53149401
France,Web,Golf Shop,Personal Accessories,Eyewear,Polar Sports,2013,Q4 2013,4546.23,39,0.49489577
United States,Sales visit,Outdoors Shop,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,2012,Q3 2012,1204.0,172,0.73142857
China,Web,Sports Store,Personal Accessories,Navigation,Sky Pilot,2013,Q3 2013,19690.0,55,0.3455612
Italy,Web,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Extreme,2012,Q4 2012,19680.78,2991,0.63221884
France,E-mail,Warehouse Store,Outdoor Protection,First Aid,Aloe Relief,2013,Q1 2013,245.81,47,0.63288719
China,Web,Outdoors Shop,Personal Accessories,Eyewear,Capri,2014,Q2 2014,156838.5,4095,0.35649461
Brazil,Web,Sports Store,Personal Accessories,Watches,Kodiak,2014,Q1 2014,61452.2,456,0.4749415
France,Web,Equipment Rental Store,Mountaineering Equipment,Climbing Accessories,Granite Carabiner,2013,Q4 2013,18418.76,4825,0.4865561
China,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Journey Backpack,2013,Q4 2013,430535.04,1222,0.39449932
Singapore,Web,Department Store,Personal Accessories,Watches,TX,2014,Q2 2014,78032.8,390,0.45848951
Netherlands,Web,Department Store,Camping Equipment,Packs,Canyon Mule Journey Backpack,2012,Q3 2012,172033.7,506,0.37253585
France,Web,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Firefly Rechargeable Battery,2012,Q2 2012,16456.16,2099,0.59821429
Italy,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Lite,2013,Q2 2013,164760.75,1925,0.29898353
Denmark,Web,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Lamp,2013,Q2 2013,14115.5,518,0.5306422
Italy,Web,Outdoors Shop,Personal Accessories,Navigation,Astro Pilot,2012,Q4 2012,85985.0,593,0.37769634
Italy,Web,Sports Store,Personal Accessories,Eyewear,Polar Ice,2012,Q3 2012,1940.4,18,0.5390538
Austria,Web,Outdoors Shop,Mountaineering Equipment,Rope,Husky Rope 100,2013,Q2 2013,35238.31,107,0.30862661
Austria,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly Lite,2013,Q1 2013,6646.5,450,0.54299255
Finland,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Utensils,2012,Q4 2012,20430.68,1087,0.46795701
Germany,Web,Sports Store,Camping Equipment,Tents,Star Lite,2013,Q4 2013,125879.96,358,0.28900518
Germany,E-mail,Sports Store,Camping Equipment,Lanterns,EverGlow Kerosene,2014,Q1 2014,9086.4,288,0.36608558
Austria,Sales visit,Department Store,Camping Equipment,Lanterns,Firefly 2,2014,Q1 2014,11686.99,427,0.39093898
Brazil,Web,Sports Store,Personal Accessories,Watches,TX,2014,Q1 2014,148588.4,746,0.45460722
Japan,Web,Sports Store,Outdoor Protection,First Aid,Calamine Relief,2013,Q1 2013,444.0,74,0.52833333
Poland,Web,Department Store,Camping Equipment,Packs,Canyon Mule Journey Backpack,2012,Q4 2012,217184.03,623,0.38805542
Italy,Web,Direct Marketing,Outdoor Protection,Sunscreen,Sun Shield,2013,Q1 2013,3024.0,504,0.54
Germany,Web,Golf Shop,Golf Equipment,Woods,Hailstorm Steel Woods Set,2012,Q2 2012,28786.56,44,0.47786745
United Kingdom,Web,Department Store,Personal Accessories,Navigation,Glacier Basic,2013,Q4 2013,37580.16,1184,0.36988028
Germany,Web,Direct Marketing,Outdoor Protection,Insect Repellents,BugShield Lotion,2013,Q3 2013,5677.0,811,0.66714286
Netherlands,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Cook Set,2014,Q3 2014,58055.73,1101,0.33681016
Canada,Telephone,Warehouse Store,Personal Accessories,Navigation,Glacier Deluxe,2013,Q1 2013,33807.78,369,0.42152368
Japan,Web,Golf Shop,Personal Accessories,Eyewear,Inferno,2012,Q3 2012,35233.75,552,0.4136724
Sweden,Telephone,Outdoors Shop,Camping Equipment,Tents,Star Gazer 2,2013,Q1 2013,93507.7,169,0.2904934
Netherlands,Web,Eyewear Store,Personal Accessories,Navigation,Glacier GPS Extreme,2012,Q2 2012,31773.88,94,0.4779303
United States,Web,Sports Store,Personal Accessories,Eyewear,Polar Ice,2014,Q1 2014,13117.5,128,0.51512712
United Kingdom,Web,Outdoors Shop,Personal Accessories,Eyewear,Inferno,2014,Q2 2014,262400.75,3834,0.45059662
Denmark,Web,Eyewear Store,Personal Accessories,Watches,Kodiak,2013,Q2 2013,6110.0,47,0.47969231
Poland,Web,Department Store,Golf Equipment,Putters,Course Pro Putter,2014,Q1 2014,48749.12,784,0.5432615
United States,Sales visit,Department Store,Camping Equipment,Lanterns,EverGlow Butane,2013,Q4 2013,1896.44,28,0.40011812
